iShares Russell 1000 ETF
Fund Holdings as of,"Feb 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"122,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PPL","PPL CORP","Utilities","Equity","20,619,368.88","0.04","20,619,368.88","538,646.00","38.28","United States","NYSE","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","20,494,133.80","0.04","20,494,133.80","38,822.00","527.90","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","20,413,831.90","0.04","20,413,831.90","107,030.00","190.73","United States","NASDAQ","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","20,353,666.24","0.04","20,353,666.24","271,672.00","74.92","United States","NYSE","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","20,350,135.44","0.04","20,350,135.44","165,287.00","123.12","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","20,280,804.04","0.04","20,280,804.04","390,466.00","51.94","United States","NYSE","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","20,207,892.00","0.04","20,207,892.00","399,050.00","50.64","United States","NYSE","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","20,191,902.72","0.04","20,191,902.72","178,816.00","112.92","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","20,185,718.70","0.04","20,185,718.70","138,505.00","145.74","United States","NASDAQ","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","20,082,618.40","0.04","20,082,618.40","387,920.00","51.77","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","20,002,047.75","0.04","20,002,047.75","94,425.00","211.83","United States","NASDAQ","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","19,924,968.42","0.04","19,924,968.42","123,062.00","161.91","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","19,912,456.20","0.04","19,912,456.20","315,770.00","63.06","United States","NYSE","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","19,898,836.76","0.04","19,898,836.76","101,618.00","195.82","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","19,677,966.76","0.04","19,677,966.76","953,852.00","20.63","United States","NYSE","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","19,621,432.30","0.04","19,621,432.30","296,710.00","66.13","United States","NYSE","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","19,567,470.92","0.04","19,567,470.92","102,164.00","191.53","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","19,367,787.15","0.04","19,367,787.15","234,165.00","82.71","United States","NYSE","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","19,325,896.48","0.04","19,325,896.48","27,659.00","698.72","United States","NYSE","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","19,282,613.28","0.04","19,282,613.28","143,248.00","134.61","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","19,275,065.48","0.04","19,275,065.48","452,254.00","42.62","United States","NYSE","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","19,132,720.56","0.04","19,132,720.56","262,776.00","72.81","United States","NYSE","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","19,036,959.48","0.04","19,036,959.48","141,834.00","134.22","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","18,996,801.30","0.04","18,996,801.30","107,655.00","176.46","United States","NYSE","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","18,964,279.18","0.04","18,964,279.18","386,474.00","49.07","United States","NYSE","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","18,947,817.00","0.04","18,947,817.00","653,373.00","29.00","United States","NYSE","USD","1.00","USD","-"
"MKL","MARKEL GROUP INC","Financials","Equity","18,820,588.32","0.04","18,820,588.32","9,063.00","2,076.64","United States","NYSE","USD","1.00","USD","-"
"LPLA","LPL FINANCIAL HOLDINGS INC","Financials","Equity","18,608,839.04","0.04","18,608,839.04","58,432.00","318.47","United States","NASDAQ","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","18,501,374.79","0.04","18,501,374.79","178,533.00","103.63","United States","NYSE","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","18,472,310.00","0.04","18,472,310.00","112,808.00","163.75","United States","NASDAQ","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","18,436,505.13","0.04","18,436,505.13","103,419.00","178.27","United States","NYSE","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","18,340,529.40","0.04","18,340,529.40","143,622.00","127.70","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","18,272,417.28","0.04","18,272,417.28","152,448.00","119.86","United States","NYSE","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","18,229,437.98","0.04","18,229,437.98","26,977.00","675.74","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","18,064,361.51","0.04","18,064,361.51","57,349.00","314.99","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","18,020,118.60","0.04","18,020,118.60","86,130.00","209.22","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","17,990,774.10","0.04","17,990,774.10","115,905.00","155.22","United States","NYSE","USD","1.00","USD","-"
"EFX","EQUIFAX INC","Industrials","Equity","17,986,918.56","0.04","17,986,918.56","90,788.00","198.12","United States","NYSE","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","17,937,738.18","0.04","17,937,738.18","71,289.00","251.62","United States","NYSE","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","17,922,462.96","0.04","17,922,462.96","84,516.00","212.06","United States","NYSE","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","17,868,150.30","0.04","17,868,150.30","272,090.00","65.67","United States","NASDAQ","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","17,603,875.80","0.04","17,603,875.80","165,996.00","106.05","United States","NASDAQ","USD","1.00","USD","-"
"CPNG","COUPANG INC CLASS A","Consumer Discretionary","Equity","17,534,975.04","0.04","17,534,975.04","955,064.00","18.36","United States","NYSE","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","17,508,417.20","0.04","17,508,417.20","276,158.00","63.40","United States","NYSE","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","17,429,753.26","0.04","17,429,753.26","85,549.00","203.74","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","17,399,093.36","0.04","17,399,093.36","378,488.00","45.97","United States","NYSE","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","17,344,054.16","0.04","17,344,054.16","389,404.00","44.54","United States","NYSE","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","17,264,567.34","0.04","17,264,567.34","61,053.00","282.78","United States","NYSE","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","17,172,815.36","0.04","17,172,815.36","59,744.00","287.44","United States","NASDAQ","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","17,131,356.66","0.04","17,131,356.66","43,527.00","393.58","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","17,121,998.55","0.04","17,121,998.55","343,195.00","49.89","United States","NYSE","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","17,075,276.52","0.04","17,075,276.52","885,188.00","19.29","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","17,035,028.40","0.04","17,035,028.40","81,978.00","207.80","United States","NYSE","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","16,740,196.32","0.04","16,740,196.32","227,572.00","73.56","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","16,735,132.80","0.04","16,735,132.80","85,440.00","195.87","United States","NYSE","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","16,726,407.96","0.04","16,726,407.96","383,106.00","43.66","United States","NYSE","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","16,728,711.21","0.04","16,728,711.21","218,419.00","76.59","United States","NYSE","USD","1.00","USD","-"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","16,583,146.26","0.04","16,583,146.26","149,762.00","110.73","United States","NYSE","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","16,564,020.50","0.04","16,564,020.50","30,955.00","535.10","United States","NASDAQ","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","16,446,119.75","0.04","16,446,119.75","49,799.00","330.25","United States","NYSE","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","16,420,085.25","0.04","16,420,085.25","82,725.00","198.49","United States","NYSE","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","16,404,276.20","0.04","16,404,276.20","548,638.00","29.90","United States","NYSE","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","16,363,946.74","0.04","16,363,946.74","173,402.00","94.37","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","16,333,205.28","0.04","16,333,205.28","105,294.00","155.12","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","16,323,607.88","0.04","16,323,607.88","136,966.00","119.18","United States","NYSE","USD","1.00","USD","-"
"ATI","ATI INC","Industrials","Equity","16,276,274.28","0.03","16,276,274.28","101,714.00","160.02","United States","NYSE","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","16,259,208.46","0.03","16,259,208.46","190,322.00","85.43","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","16,154,977.38","0.03","16,154,977.38","330,909.00","48.82","United States","NYSE","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","16,011,960.00","0.03","16,011,960.00","167,000.00","95.88","United States","NYSE","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","15,911,729.82","0.03","15,911,729.82","235,311.00","67.62","Canada","NYSE","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","15,890,879.07","0.03","15,890,879.07","341,519.00","46.53","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","15,755,938.38","0.03","15,755,938.38","92,742.00","169.89","United States","NYSE","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","15,560,449.10","0.03","15,560,449.10","163,330.00","95.27","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","15,539,953.55","0.03","15,539,953.55","78,815.00","197.17","United States","NASDAQ","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","15,511,478.64","0.03","15,511,478.64","73,822.00","210.12","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","15,470,473.78","0.03","15,470,473.78","304,897.00","50.74","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","15,467,575.24","0.03","15,467,575.24","87,854.00","176.06","United States","NYSE","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","15,403,472.14","0.03","15,403,472.14","513,107.00","30.02","United States","NYSE","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","15,292,240.20","0.03","15,292,240.20","161,515.00","94.68","United States","NASDAQ","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","15,247,672.80","0.03","15,247,672.80","620,960.00","24.56","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","15,155,718.42","0.03","15,155,718.42","355,018.00","42.69","United States","NYSE","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","15,131,367.78","0.03","15,131,367.78","211,391.00","71.58","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","15,126,852.72","0.03","15,126,852.72","85,992.00","175.91","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","15,091,527.88","0.03","15,091,527.88","85,109.00","177.32","United States","NYSE","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","15,041,610.24","0.03","15,041,610.24","63,456.00","237.04","United States","NYSE","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","15,030,352.26","0.03","15,030,352.26","109,439.00","137.34","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","14,952,286.42","0.03","14,952,286.42","2,053.00","7,283.14","United States","NYSE","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","14,906,806.20","0.03","14,906,806.20","186,615.00","79.88","United States","NYSE","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","14,829,220.56","0.03","14,829,220.56","64,218.00","230.92","United States","NYSE","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","14,831,282.88","0.03","14,831,282.88","145,576.00","101.88","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","14,794,783.77","0.03","14,794,783.77","689,091.00","21.47","United States","NYSE","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","14,767,450.65","0.03","14,767,450.65","210,813.00","70.05","United States","NYSE","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","14,592,858.00","0.03","14,592,858.00","119,810.00","121.80","United States","NYSE","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","14,583,841.02","0.03","14,583,841.02","37,737.00","386.46","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","14,461,175.65","0.03","14,461,175.65","144,829.00","99.85","United States","NYSE","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","14,207,419.14","0.03","14,207,419.14","46,209.00","307.46","United States","NYSE","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","14,144,580.87","0.03","14,144,580.87","99,701.00","141.87","United States","NYSE","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","14,059,596.60","0.03","14,059,596.60","180,390.00","77.94","United States","NYSE","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","14,048,540.99","0.03","14,048,540.99","136,037.00","103.27","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","13,983,485.67","0.03","13,983,485.67","114,741.00","121.87","United States","NASDAQ","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","13,973,654.85","0.03","13,973,654.85","76,547.00","182.55","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","13,884,235.20","0.03","13,884,235.20","167,684.00","82.80","United States","NASDAQ","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","13,843,580.73","0.03","13,843,580.73","34,993.00","395.61","United States","NYSE","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","13,814,556.00","0.03","13,814,556.00","115,275.00","119.84","United States","NYSE","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","13,796,517.28","0.03","13,796,517.28","54,536.00","252.98","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","13,778,425.50","0.03","13,778,425.50","61,034.00","225.75","United States","NASDAQ","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","13,760,091.12","0.03","13,760,091.12","278,094.00","49.48","Canada","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","13,732,963.20","0.03","13,732,963.20","854,040.00","16.08","United States","NASDAQ","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","13,721,244.14","0.03","13,721,244.14","65,882.00","208.27","United States","NYSE","USD","1.00","USD","-"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","13,688,871.32","0.03","13,688,871.32","153,308.00","89.29","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","13,624,404.56","0.03","13,624,404.56","304,252.00","44.78","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","13,601,023.15","0.03","13,601,023.15","124,267.00","109.45","United States","NYSE","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","13,570,129.89","0.03","13,570,129.89","90,667.00","149.67","United States","NYSE","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","13,562,363.91","0.03","13,562,363.91","205,397.00","66.03","United States","NYSE","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","13,510,361.37","0.03","13,510,361.37","87,667.00","154.11","United States","NASDAQ","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","13,507,086.96","0.03","13,507,086.96","231,603.00","58.32","United States","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","13,353,767.70","0.03","13,353,767.70","187,395.00","71.26","United States","NASDAQ","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","13,309,065.00","0.03","13,309,065.00","134,435.00","99.00","Canada","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","13,251,764.79","0.03","13,251,764.79","257,967.00","51.37","United States","NASDAQ","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE INC CLASS A","Communication","Equity","13,231,875.24","0.03","13,231,875.24","160,659.00","82.36","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","13,171,620.00","0.03","13,171,620.00","6,600.00","1,995.70","United States","NASDAQ","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","13,162,578.00","0.03","13,162,578.00","61,364.00","214.50","United States","NASDAQ","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","13,141,188.00","0.03","13,141,188.00","61,065.00","215.20","Peru","NYSE","USD","1.00","USD","-"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","13,012,472.84","0.03","13,012,472.84","126,041.00","103.24","United States","NASDAQ","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","12,911,709.98","0.03","12,911,709.98","32,986.00","391.43","United States","NASDAQ","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","12,905,877.12","0.03","12,905,877.12","61,792.00","208.86","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","12,900,641.88","0.03","12,900,641.88","529,583.00","24.36","United States","NYSE","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","12,865,963.52","0.03","12,865,963.52","51,904.00","247.88","United States","NYSE","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","12,860,091.32","0.03","12,860,091.32","45,082.00","285.26","United States","NYSE","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","12,851,263.88","0.03","12,851,263.88","107,614.00","119.42","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","12,773,242.17","0.03","12,773,242.17","185,039.00","69.03","United States","NYSE","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","12,748,797.88","0.03","12,748,797.88","147,028.00","86.71","United States","NYSE","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","12,743,886.72","0.03","12,743,886.72","22,538.00","565.44","United States","NYSE","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","12,697,230.56","0.03","12,697,230.56","49,616.00","255.91","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","12,699,061.08","0.03","12,699,061.08","202,828.00","62.61","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","12,694,315.44","0.03","12,694,315.44","51,162.00","248.12","United States","NASDAQ","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","12,647,373.44","0.03","12,647,373.44","130,871.00","96.64","United States","NYSE","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","12,547,080.00","0.03","12,547,080.00","373,425.00","33.60","United States","NASDAQ","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","12,498,762.60","0.03","12,498,762.60","23,148.00","539.95","United States","NYSE","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","12,485,800.82","0.03","12,485,800.82","226,726.00","55.07","United States","NYSE","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","12,474,042.00","0.03","12,474,042.00","276,280.00","45.15","United States","NASDAQ","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","12,457,461.00","0.03","12,457,461.00","684,100.00","18.21","United States","NYSE","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","12,442,876.00","0.03","12,442,876.00","56,752.00","219.25","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","12,381,361.50","0.03","12,381,361.50","28,425.00","435.58","United States","NYSE","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","12,296,213.60","0.03","12,296,213.60","189,464.00","64.90","United States","NYSE","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","12,278,863.78","0.03","12,278,863.78","31,186.00","393.73","United States","NYSE","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","12,216,908.38","0.03","12,216,908.38","162,157.00","75.34","United States","NASDAQ","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","12,204,909.50","0.03","12,204,909.50","92,050.00","132.59","United States","NYSE","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","12,167,437.20","0.03","12,167,437.20","102,835.00","118.32","United States","NYSE","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","12,160,282.08","0.03","12,160,282.08","38,392.00","316.74","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","12,102,080.87","0.03","12,102,080.87","46,559.00","259.93","United States","NYSE","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","12,095,483.40","0.03","12,095,483.40","158,235.00","76.44","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","12,060,830.71","0.03","12,060,830.71","144,493.00","83.47","United States","NASDAQ","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","12,044,012.31","0.03","12,044,012.31","203,687.00","59.13","United States","NYSE","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","12,002,080.68","0.03","12,002,080.68","268,143.00","44.76","United States","NYSE","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","11,982,658.64","0.03","11,982,658.64","118,852.00","100.82","United States","NYSE","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","11,888,293.35","0.03","11,888,293.35","685,995.00","17.33","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","11,766,127.28","0.03","11,766,127.28","100,634.00","116.92","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL","Consumer Staples","Equity","11,756,138.52","0.03","11,756,138.52","96,854.00","121.38","United States","NYSE","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","11,759,172.15","0.03","11,759,172.15","91,761.00","128.15","United States","NASDAQ","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","11,696,035.95","0.03","11,696,035.95","41,989.00","278.55","United States","NASDAQ","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","11,685,816.31","0.03","11,685,816.31","159,229.00","73.39","United States","NYSE","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","11,637,871.96","0.02","11,637,871.96","116,402.00","99.98","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","11,632,774.40","0.02","11,632,774.40","95,680.00","121.58","United States","NASDAQ","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","11,633,347.80","0.02","11,633,347.80","173,270.00","67.14","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","11,537,419.75","0.02","11,537,419.75","86,455.00","133.45","United States","NYSE","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","11,531,122.07","0.02","11,531,122.07","45,511.00","253.37","United States","NASDAQ","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","11,500,101.86","0.02","11,500,101.86","55,777.00","206.18","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","11,480,195.22","0.02","11,480,195.22","498,922.00","23.01","United States","NYSE","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","11,481,578.49","0.02","11,481,578.49","99,399.00","115.51","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","11,459,532.35","0.02","11,459,532.35","85,487.00","134.05","United States","NYSE","USD","1.00","USD","-"
