iShares Russell 1000 ETF
Fund Holdings as of,"Feb 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"122,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","6,511,386.54","0.01","6,511,386.54","348,762.00","18.67","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","6,488,409.60","0.01","6,488,409.60","107,424.00","60.40","United States","NASDAQ","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","6,462,130.92","0.01","6,462,130.92","29,251.00","220.92","United States","NYSE","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","6,452,994.13","0.01","6,452,994.13","162,503.00","39.71","United States","NYSE","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","6,437,384.55","0.01","6,437,384.55","172,353.00","37.35","United States","NYSE","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","6,421,661.29","0.01","6,421,661.29","192,179.00","33.41","United States","NASDAQ","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","6,418,881.36","0.01","6,418,881.36","481,898.00","13.32","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","6,413,930.60","0.01","6,413,930.60","84,062.00","76.30","United States","NYSE","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","6,354,517.38","0.01","6,354,517.38","20,326.00","312.63","United States","NYSE","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","6,337,300.20","0.01","6,337,300.20","48,090.00","131.78","United States","NYSE","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","6,328,764.96","0.01","6,328,764.96","146,296.00","43.26","United States","NASDAQ","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","6,303,254.40","0.01","6,303,254.40","83,520.00","75.47","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","6,291,439.22","0.01","6,291,439.22","233,189.00","26.98","United States","NYSE","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","6,267,816.36","0.01","6,267,816.36","78,781.00","79.56","United States","NYSE","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","6,269,169.90","0.01","6,269,169.90","89,114.00","70.35","United States","NASDAQ","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","6,252,258.88","0.01","6,252,258.88","227,852.00","27.44","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","6,241,449.00","0.01","6,241,449.00","190,870.00","32.70","United States","NASDAQ","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","6,229,288.80","0.01","6,229,288.80","46,515.00","133.92","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","6,217,414.58","0.01","6,217,414.58","72,574.00","85.67","United States","NYSE","USD","1.00","USD","-"
"CFLT","CONFLUENT INC CLASS A","Information Technology","Equity","6,168,322.24","0.01","6,168,322.24","201,316.00","30.64","United States","NASDAQ","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","6,163,404.22","0.01","6,163,404.22","226,097.00","27.26","United States","NYSE","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","6,150,914.12","0.01","6,150,914.12","24,091.00","255.32","United States","NYSE","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","6,116,445.81","0.01","6,116,445.81","115,209.00","53.09","United States","NYSE","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","6,100,700.39","0.01","6,100,700.39","42,719.00","142.81","United States","NYSE","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","6,078,476.20","0.01","6,078,476.20","74,309.00","81.80","United States","NASDAQ","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","6,051,184.65","0.01","6,051,184.65","119,565.00","50.61","United States","NASDAQ","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","6,013,071.00","0.01","6,013,071.00","38,970.00","154.30","United States","NYSE","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","6,003,371.36","0.01","6,003,371.36","135,272.00","44.38","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","5,983,460.70","0.01","5,983,460.70","55,686.00","107.45","United States","NASDAQ","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,960,035.20","0.01","5,960,035.20","160,216.00","37.20","United States","NYSE","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","5,943,855.88","0.01","5,943,855.88","35,473.00","167.56","United States","NYSE","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","5,925,833.79","0.01","5,925,833.79","165,111.00","35.89","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","5,926,900.28","0.01","5,926,900.28","15,883.00","373.16","United States","NYSE","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","5,905,252.35","0.01","5,905,252.35","30,861.00","191.35","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","5,906,775.77","0.01","5,906,775.77","124,327.00","47.51","United States","NYSE","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","5,885,550.00","0.01","5,885,550.00","43,500.00","135.30","United States","NASDAQ","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","5,820,849.30","0.01","5,820,849.30","33,243.00","175.10","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","5,800,812.12","0.01","5,800,812.12","116,342.00","49.86","United States","NYSE","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","5,785,161.48","0.01","5,785,161.48","36,666.00","157.78","United States","NASDAQ","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","5,753,312.50","0.01","5,753,312.50","92,053.00","62.50","United States","NYSE","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","5,753,412.00","0.01","5,753,412.00","65,025.00","88.48","United States","NYSE","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","5,731,225.56","0.01","5,731,225.56","27,738.00","206.62","United States","NYSE","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,711,082.71","0.01","5,711,082.71","55,669.00","102.59","United States","NYSE","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","5,676,595.55","0.01","5,676,595.55","39,001.00","145.55","United States","NYSE","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","5,649,717.96","0.01","5,649,717.96","180,042.00","31.38","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","5,644,331.50","0.01","5,644,331.50","111,350.00","50.69","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","5,537,081.60","0.01","5,537,081.60","38,884.00","142.40","United States","NYSE","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","5,533,626.65","0.01","5,533,626.65","122,833.00","45.05","United States","NASDAQ","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","5,523,310.08","0.01","5,523,310.08","52,623.00","104.96","United States","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","5,526,065.30","0.01","5,526,065.30","94,205.00","58.66","United States","NYSE","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","5,495,629.36","0.01","5,495,629.36","246,662.00","22.28","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","5,477,935.68","0.01","5,477,935.68","271,723.00","20.16","United States","NYSE","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","5,413,921.09","0.01","5,413,921.09","84,871.00","63.79","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","5,414,478.90","0.01","5,414,478.90","81,482.00","66.45","United States","NASDAQ","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","5,408,055.80","0.01","5,408,055.80","46,445.00","116.44","United States","NYSE","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","5,409,722.50","0.01","5,409,722.50","27,650.00","195.65","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","5,392,949.70","0.01","5,392,949.70","108,685.00","49.62","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","5,387,934.27","0.01","5,387,934.27","31,287.00","172.21","United States","NYSE","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","5,388,347.14","0.01","5,388,347.14","212,894.00","25.31","United States","NYSE","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","5,361,894.78","0.01","5,361,894.78","118,338.00","45.31","United States","NASDAQ","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","5,350,267.50","0.01","5,350,267.50","302,275.00","17.70","United States","NYSE","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","5,346,977.51","0.01","5,346,977.51","37,243.00","143.57","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","5,348,594.02","0.01","5,348,594.02","57,673.00","92.74","United States","NYSE","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","5,348,701.02","0.01","5,348,701.02","158,574.00","33.73","United States","NYSE","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","5,339,814.48","0.01","5,339,814.48","24,024.00","222.27","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","5,303,365.72","0.01","5,303,365.72","40,459.00","131.08","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,298,653.36","0.01","5,298,653.36","149,006.00","35.56","United States","NYSE","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","5,294,016.00","0.01","5,294,016.00","69,888.00","75.75","United States","NYSE","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","5,268,213.47","0.01","5,268,213.47","76,897.00","68.51","United States","NYSE","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","5,263,354.00","0.01","5,263,354.00","40,450.00","130.12","United States","NYSE","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","5,248,912.43","0.01","5,248,912.43","71,191.00","73.73","United States","NASDAQ","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","5,222,566.40","0.01","5,222,566.40","135,440.00","38.56","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","5,201,867.20","0.01","5,201,867.20","18,610.00","279.52","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","5,171,609.50","0.01","5,171,609.50","24,082.00","214.75","United States","NASDAQ","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","5,163,770.74","0.01","5,163,770.74","41,383.00","124.78","United States","NYSE","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","5,134,331.60","0.01","5,134,331.60","20,198.00","254.20","United States","NASDAQ","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","5,107,375.86","0.01","5,107,375.86","38,226.00","133.61","United States","NYSE","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","5,088,859.68","0.01","5,088,859.68","61,788.00","82.36","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","5,090,607.36","0.01","5,090,607.36","97,596.00","52.16","United States","NYSE","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","5,079,432.38","0.01","5,079,432.38","96,074.00","52.87","United States","NASDAQ","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","5,083,105.23","0.01","5,083,105.23","184,773.00","27.51","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","5,062,811.96","0.01","5,062,811.96","38,314.00","132.14","United States","NASDAQ","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","5,042,003.90","0.01","5,042,003.90","258,035.00","19.54","United States","NYSE","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","5,035,586.40","0.01","5,035,586.40","443,664.00","11.35","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","5,036,948.40","0.01","5,036,948.40","29,964.00","168.10","United States","NYSE","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","5,028,384.01","0.01","5,028,384.01","13,091.00","384.11","United States","NYSE","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","4,983,090.30","0.01","4,983,090.30","74,709.00","66.70","Sweden","NASDAQ","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","4,932,095.70","0.01","4,932,095.70","49,794.00","99.05","United States","NASDAQ","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","4,907,892.40","0.01","4,907,892.40","37,724.00","130.10","United States","NYSE","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,903,012.62","0.01","4,903,012.62","27,162.00","180.51","United States","NASDAQ","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","4,904,164.80","0.01","4,904,164.80","70,220.00","69.84","United States","NYSE","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,875,033.90","0.01","4,875,033.90","75,174.00","64.85","United States","NYSE","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","4,871,635.86","0.01","4,871,635.86","89,866.00","54.21","United States","NYSE","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","4,873,043.75","0.01","4,873,043.75","60,875.00","80.05","United States","NYSE","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","4,856,603.62","0.01","4,856,603.62","45,098.00","107.69","United States","NYSE","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","4,828,376.80","0.01","4,828,376.80","10,348.00","466.60","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,777,450.83","0.01","4,777,450.83","70,641.00","67.63","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,772,678.79","0.01","4,772,678.79","84,667.00","56.37","United States","NYSE","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,764,326.19","0.01","4,764,326.19","66,513.00","71.63","United States","NYSE","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","4,766,604.92","0.01","4,766,604.92","20,498.00","232.54","United States","NASDAQ","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,729,419.68","0.01","4,729,419.68","265,102.00","17.84","United States","NYSE","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","4,710,762.00","0.01","4,710,762.00","38,150.00","123.48","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","4,702,476.24","0.01","4,702,476.24","111,804.00","42.06","United States","NYSE","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","4,696,597.65","0.01","4,696,597.65","93,651.00","50.15","United States","NYSE","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","4,671,019.47","0.01","4,671,019.47","33,267.00","140.41","United States","NYSE","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","4,664,545.16","0.01","4,664,545.16","99,077.00","47.08","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","4,665,954.96","0.01","4,665,954.96","37,656.00","123.91","United States","NYSE","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","4,657,755.44","0.01","4,657,755.44","96,056.00","48.49","United States","NASDAQ","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","4,650,424.80","0.01","4,650,424.80","43,707.00","106.40","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","4,646,228.58","0.01","4,646,228.58","217,826.00","21.33","United States","NYSE","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,644,331.36","0.01","4,644,331.36","55,316.00","83.96","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,616,899.76","0.01","4,616,899.76","26,216.00","176.11","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","4,588,450.45","0.01","4,588,450.45","125,539.00","36.55","United States","NASDAQ","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","4,557,025.98","0.01","4,557,025.98","167,661.00","27.18","United States","NYSE","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","4,546,076.04","0.01","4,546,076.04","47,286.00","96.14","United States","NASDAQ","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","4,521,162.24","0.01","4,521,162.24","83,232.00","54.32","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","4,492,679.62","0.01","4,492,679.62","124,762.00","36.01","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,431,544.80","0.01","4,431,544.80","238,640.00","18.57","United States","NYSE","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","4,424,049.40","0.01","4,424,049.40","42,662.00","103.70","United States","NASDAQ","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,425,773.93","0.01","4,425,773.93","117,053.00","37.81","United States","NYSE","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,416,337.88","0.01","4,416,337.88","249,229.00","17.72","United States","NYSE","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","4,411,879.94","0.01","4,411,879.94","408,886.00","10.79","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","4,400,035.20","0.01","4,400,035.20","83,334.00","52.80","United States","NYSE","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","4,380,475.11","0.01","4,380,475.11","104,521.00","41.91","United States","NYSE","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","4,364,760.60","0.01","4,364,760.60","107,295.00","40.68","United States","NYSE","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","4,349,144.28","0.01","4,349,144.28","480,038.00","9.06","United States","NYSE","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","4,322,920.94","0.01","4,322,920.94","140,218.00","30.83","United States","NYSE","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","4,300,768.34","0.01","4,300,768.34","231,473.00","18.58","United States","NYSE","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","4,284,163.35","0.01","4,284,163.35","84,251.00","50.85","United States","NYSE","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","4,270,433.44","0.01","4,270,433.44","63,416.00","67.34","United States","NASDAQ","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","4,261,833.75","0.01","4,261,833.75","85,665.00","49.75","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,256,115.24","0.01","4,256,115.24","160,487.00","26.52","United States","NYSE","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","4,248,316.20","0.01","4,248,316.20","97,060.00","43.77","Canada","NYSE","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,235,459.56","0.01","4,235,459.56","80,614.00","52.54","United States","NASDAQ","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","4,207,068.80","0.01","4,207,068.80","94,160.00","44.68","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","4,187,369.88","0.01","4,187,369.88","82,202.00","50.94","United States","NASDAQ","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","4,171,906.12","0.01","4,171,906.12","1,879.00","2,220.28","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","4,156,798.64","0.01","4,156,798.64","851,803.00","4.88","United States","NASDAQ","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","4,157,723.59","0.01","4,157,723.59","27,809.00","149.51","United States","NYSE","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","4,106,422.20","0.01","4,106,422.20","108,492.00","37.85","United States","NYSE","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","4,090,615.04","0.01","4,090,615.04","73,256.00","55.84","United States","NYSE","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","4,024,698.30","0.01","4,024,698.30","152,105.00","26.46","United States","NYSE","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","4,002,021.01","0.01","4,002,021.01","169,793.00","23.57","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","3,997,354.20","0.01","3,997,354.20","196,914.00","20.30","United States","NYSE","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","3,961,775.64","0.01","3,961,775.64","79,188.00","50.03","United States","NYSE","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,945,188.88","0.01","3,945,188.88","26,296.00","150.03","United States","NYSE","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,933,726.08","0.01","3,933,726.08","20,021.00","196.48","United States","NYSE","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","3,934,761.45","0.01","3,934,761.45","233,517.00","16.85","United States","NASDAQ","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","3,927,145.00","0.01","3,927,145.00","37,852.00","103.75","United States","NYSE","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","3,904,265.56","0.01","3,904,265.56","41,548.00","93.97","United States","NASDAQ","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","3,901,965.18","0.01","3,901,965.18","103,063.00","37.86","United States","NYSE","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","3,891,480.60","0.01","3,891,480.60","290,409.00","13.40","United States","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,885,560.91","0.01","3,885,560.91","95,211.00","40.81","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,861,610.53","0.01","3,861,610.53","83,099.00","46.47","United States","NYSE","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","3,838,224.60","0.01","3,838,224.60","46,620.00","82.33","United States","NYSE","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","3,826,408.88","0.01","3,826,408.88","374,404.00","10.22","United States","NYSE","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,793,077.90","0.01","3,793,077.90","61,526.00","61.65","United States","NYSE","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","3,789,391.45","0.01","3,789,391.45","14,053.00","269.65","United States","NYSE","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","3,775,326.72","0.01","3,775,326.72","46,632.00","80.96","United States","NYSE","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,773,642.98","0.01","3,773,642.98","76,966.00","49.03","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","3,765,008.32","0.01","3,765,008.32","70,453.00","53.44","United States","NYSE","USD","1.00","USD","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","3,765,447.54","0.01","3,765,447.54","142,146.00","26.49","United States","NASDAQ","USD","1.00","USD","-"
"TEM","TEMPUS AI INC CLASS A","Health Care","Equity","3,765,822.94","0.01","3,765,822.94","70,114.00","53.71","United States","NASDAQ","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,755,899.59","0.01","3,755,899.59","26,023.00","144.33","United States","NASDAQ","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","3,718,342.88","0.01","3,718,342.88","114,481.00","32.48","United States","NASDAQ","USD","1.00","USD","-"
"VNO","VORNADO REALTY TRUST REIT","Real Estate","Equity","3,714,389.46","0.01","3,714,389.46","129,783.00","28.62","United States","NYSE","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,710,501.41","0.01","3,710,501.41","35,497.00","104.53","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","3,698,028.36","0.01","3,698,028.36","11,713.00","315.72","United States","NYSE","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","3,692,280.00","0.01","3,692,280.00","63,660.00","58.00","United States","NYSE","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","3,665,352.86","0.01","3,665,352.86","186,722.00","19.63","United States","NYSE","USD","1.00","USD","-"
